Game,Date,Time,Home/Away,Opponent,Goals For,Goals Against,OT,Notes,Wins,Losses,Overtime Losses,Streak,Attendance,Log,Notes2
72,2025-03-27,10:30 PM,Away,San Jose Sharks,5,6,L,SO,43,25,4,L 1,15514,2:38,
73,2025-03-29,7:00 PM,Away,Los Angeles Kings,3,1,W,,44,25,4,W 1,18145,2:34,
74,2025-03-30,8:00 PM,Away,Anaheim Ducks,3,2,W,,45,25,4,W 2,17174,2:29,
75,2025-04-02,7:30 PM,Home,Florida Panthers,3,2,W,,46,25,4,W 3,19066,2:23,
76,2025-04-05,7:00 PM,Home,Columbus Blue Jackets,5,0,W,,47,25,4,W 4,19179,2:20,
77,2025-04-08,7:00 PM,Away,Florida Panthers,1,3,L,,47,26,4,L 1,19261,2:17,
78,2025-04-09,7:00 PM,Away,Tampa Bay Lightning,4,3,W,OT,48,26,4,W 1,19092,2:32,
79,2025-04-12,7:00 PM,Home,Montreal Canadiens,1,0,W,OT,49,26,4,W 2,19252,2:31,
80,2025-04-13,5:00 PM,Away,Carolina Hurricanes,4,1,W,,50,26,4,W 3,18905,2:19,
81,2025-04-15,7:00 PM,Away,Buffalo Sabres,4,0,W,,51,26,4,W 4,17160,2:27,
82,2025-04-17,7:00 PM,Home,Detroit Red Wings,4,3,W,OT,52,26,4,W 5,18605,2:17,
