Game,Date,Time,Home/Away,Opponent,Goals For,Goals Against,OT,Notes,Wins,Losses,Overtime Losses,Streak,Attendance,Log,Notes2
58,2025-02-27,7:00 PM,Away,Boston Bruins,2,1,W,,26,25,7,W 1,17850,2:33,
59,2025-03-01,12:30 PM,Home,Nashville Predators,7,4,W,,27,25,7,W 2,17255,2:30,
60,2025-03-03,7:00 PM,Away,New York Rangers,0,4,L,,27,26,7,L 1,17475,2:25,
61,2025-03-04,7:30 PM,Home,Winnipeg Jets,3,2,W,,28,26,7,W 1,14723,2:28,
62,2025-03-08,10:00 PM,Away,San Jose Sharks,4,2,W,,29,26,7,W 2,17435,2:33,
63,2025-03-09,9:00 PM,Away,Anaheim Ducks,1,4,L,,29,27,7,L 1,17174,2:29,
64,2025-03-11,10:30 PM,Away,Los Angeles Kings,1,4,L,,29,28,7,L 2,15394,2:35,
65,2025-03-14,7:30 PM,Home,Edmonton Oilers,1,2,L,OT,29,28,8,L 3,15879,2:24,
66,2025-03-16,7:30 PM,Home,Florida Panthers,4,2,W,,30,28,8,W 1,15109,2:22,
67,2025-03-18,7:00 PM,Away,Pittsburgh Penguins,4,2,W,,31,28,8,W 2,17484,2:28,
68,2025-03-20,7:30 PM,Home,Montreal Canadiens,4,3,W,OT,32,28,8,W 3,15218,2:51,
69,2025-03-22,4:00 PM,Home,Calgary Flames,3,4,L,OT,32,28,9,L 1,17255,2:33,
70,2025-03-24,7:30 PM,Home,Columbus Blue Jackets,3,4,L,SO,32,28,10,L 2,14158,2:48,
71,2025-03-26,7:30 PM,Home,Vancouver Canucks,2,5,L,,32,29,10,L 3,15254,2:28,
72,2025-03-29,2:00 PM,Away,Tampa Bay Lightning,3,5,L,,32,30,10,L 4,19092,2:32,
73,2025-03-30,5:00 PM,Away,Carolina Hurricanes,4,6,L,,32,31,10,L 5,18700,2:30,
74,2025-04-01,7:30 PM,Home,Tampa Bay Lightning,1,4,L,,32,32,10,L 6,14827,2:27,
75,2025-04-04,7:30 PM,Home,Minnesota Wild,3,1,W,,33,32,10,W 1,15742,2:24,
76,2025-04-06,12:30 PM,Home,Washington Capitals,4,1,W,,34,32,10,W 2,17255,2:55,
77,2025-04-08,8:00 PM,Away,Nashville Predators,6,7,L,OT,34,32,11,L 1,17159,2:43,
78,2025-04-10,7:30 PM,Home,New York Rangers,2,9,L,,34,33,11,L 2,17255,2:30,
79,2025-04-12,12:30 PM,Away,Philadelphia Flyers,3,4,L,SO,34,33,12,L 3,19259,2:39,
80,2025-04-13,1:00 PM,Away,New Jersey Devils,1,0,W,,35,33,12,W 1,16514,2:19,
81,2025-04-15,7:30 PM,Home,Washington Capitals,1,3,L,,35,34,12,L 1,17255,2:32,
82,2025-04-17,7:00 PM,Away,Columbus Blue Jackets,1,6,L,,35,35,12,L 2,18874,2:16,
