Game,Date,Time,Home/Away,Opponent,Goals For,Goals Against,OT,Notes,Wins,Losses,Overtime Losses,Streak,Attendance,Log,Notes2
58,2025-02-27,10:00 PM,Home,Vancouver Canucks,5,2,W,,26,25,7,W 1,17174,2:22,
59,2025-03-01,10:00 PM,Home,Chicago Blackhawks,3,6,L,,26,26,7,L 1,17174,2:26,
60,2025-03-04,9:00 PM,Away,Edmonton Oilers,6,2,W,,27,26,7,W 1,18347,2:22,
61,2025-03-05,10:30 PM,Away,Vancouver Canucks,2,3,L,,27,27,7,L 1,18865,2:40,
62,2025-03-07,10:00 PM,Home,St. Louis Blues,3,4,L,,27,28,7,L 2,15596,2:26,
63,2025-03-09,9:00 PM,Home,New York Islanders,4,1,W,,28,28,7,W 1,17174,2:29,
64,2025-03-11,10:00 PM,Home,Washington Capitals,4,7,L,,28,29,7,L 1,16507,2:30,
65,2025-03-12,10:00 PM,Away,Utah Hockey Club,2,3,L,,28,30,7,L 2,11131,2:29,
66,2025-03-14,10:00 PM,Home,Nashville Predators,2,1,W,,29,30,7,W 1,14758,2:18,
67,2025-03-16,8:00 PM,Away,St. Louis Blues,2,7,L,,29,31,7,L 1,17735,2:29,
68,2025-03-18,8:00 PM,Away,Dallas Stars,3,4,L,OT,29,31,8,L 2,18532,2:35,
69,2025-03-20,8:00 PM,Away,Nashville Predators,4,1,W,,30,31,8,W 1,17159,2:25,
70,2025-03-23,8:00 PM,Home,Carolina Hurricanes,2,5,L,,30,32,8,L 1,16439,2:32,
71,2025-03-26,10:00 PM,Home,Boston Bruins,6,2,W,,31,32,8,W 1,16387,2:29,
72,2025-03-28,10:00 PM,Home,New York Rangers,5,4,W,OT,32,32,8,W 2,16197,2:36,
73,2025-03-30,8:00 PM,Home,Toronto Maple Leafs,2,3,L,,32,33,8,L 1,17174,2:29,
74,2025-04-01,10:00 PM,Home,San Jose Sharks,4,3,W,SO,33,33,8,W 1,15208,2:34,
75,2025-04-03,9:30 PM,Away,Calgary Flames,1,4,L,,33,34,8,L 1,17174,2:26,
76,2025-04-05,4:00 PM,Away,Vancouver Canucks,2,6,L,,33,35,8,L 2,18914,2:28,
77,2025-04-07,10:30 PM,Home,Edmonton Oilers,3,2,W,,34,35,8,W 1,14128,2:38,
78,2025-04-09,10:00 PM,Home,Calgary Flames,4,3,W,OT,35,35,8,W 2,15134,2:34,
79,2025-04-10,10:00 PM,Away,Los Angeles Kings,1,6,L,,35,36,8,L 1,18145,2:31,
80,2025-04-13,10:00 PM,Home,Colorado Avalanche,2,4,L,,35,37,8,L 2,17241,2:23,
81,2025-04-15,8:00 PM,Away,Minnesota Wild,2,3,L,OT,35,37,9,L 3,19029,2:37,
82,2025-04-16,7:00 PM,Away,Winnipeg Jets,1,2,L,OT,35,37,10,L 4,15225,2:19,
