Game,Date,Time,Home/Away,Opponent,Goals For,Goals Against,OT,Notes,Wins,Losses,Overtime Losses,Streak,Attendance,Log,Notes2
58,2025-02-23,6:00 PM,Home,Colorado Avalanche,3,1,W,,26,26,6,W 1,17806,2:21,
59,2025-02-25,8:00 PM,Home,Seattle Kraken,7,2,W,,27,26,6,W 2,18096,2:28,
60,2025-02-27,7:00 PM,Away,Washington Capitals,5,2,W,,28,26,6,W 3,18573,2:25,
61,2025-03-01,8:00 PM,Home,Los Angeles Kings,4,1,W,,29,26,6,W 4,17713,2:27,
62,2025-03-02,6:00 PM,Away,Dallas Stars,3,6,L,,29,27,6,L 1,18532,2:35,
63,2025-03-05,10:30 PM,Away,Los Angeles Kings,3,2,W,SO,30,27,6,W 1,14055,2:34,
64,2025-03-07,10:00 PM,Away,Anaheim Ducks,4,3,W,,31,27,6,W 2,15596,2:26,
65,2025-03-08,8:00 PM,Away,Los Angeles Kings,1,2,L,OT,31,27,7,L 1,17796,2:36,
66,2025-03-13,7:00 PM,Away,Pittsburgh Penguins,3,5,L,,31,28,7,L 2,15070,2:24,
67,2025-03-15,8:00 PM,Away,Minnesota Wild,5,1,W,,32,28,7,W 1,18568,2:26,
68,2025-03-16,8:00 PM,Home,Anaheim Ducks,7,2,W,,33,28,7,W 2,17735,2:29,
69,2025-03-18,8:00 PM,Away,Nashville Predators,4,1,W,,34,28,7,W 3,17159,2:21,
70,2025-03-20,7:30 PM,Home,Vancouver Canucks,4,3,W,OT,35,28,7,W 4,18096,2:31,
71,2025-03-22,3:00 PM,Home,Chicago Blackhawks,4,1,W,,36,28,7,W 5,18096,2:26,
72,2025-03-23,6:00 PM,Home,Nashville Predators,4,1,W,,37,28,7,W 6,18096,2:39,
73,2025-03-25,8:00 PM,Home,Montreal Canadiens,6,1,W,,38,28,7,W 7,18096,2:30,
74,2025-03-27,8:00 PM,Away,Nashville Predators,3,2,W,,39,28,7,W 8,17159,2:33,
75,2025-03-29,4:30 PM,Away,Colorado Avalanche,2,1,W,,40,28,7,W 9,18129,2:25,
76,2025-04-01,8:00 PM,Home,Detroit Red Wings,2,1,W,OT,41,28,7,W 10,18096,2:28,
77,2025-04-03,8:00 PM,Home,Pittsburgh Penguins,5,4,W,OT,42,28,7,W 11,18096,2:31,
78,2025-04-05,7:00 PM,Home,Colorado Avalanche,5,4,W,,43,28,7,W 12,18096,2:32,
79,2025-04-07,7:30 PM,Away,Winnipeg Jets,1,3,L,,43,29,7,L 1,15225,2:27,
80,2025-04-09,10:00 PM,Away,Edmonton Oilers,3,4,L,,43,30,7,L 2,18347,2:36,
81,2025-04-12,10:00 PM,Away,Seattle Kraken,3,4,L,SO,43,30,8,L 3,17151,2:42,
82,2025-04-15,8:00 PM,Home,Utah Hockey Club,6,1,W,,44,30,8,W 1,18096,2:38,
