Game,Date,Time,Home/Away,Opponent,Goals For,Goals Against,OT,Notes,Wins,Losses,Overtime Losses,Streak,Attendance,Log,Notes2
58,2025-02-26,10:00 PM,Away,Los Angeles Kings,3,2,W,OT,27,20,11,W 1,15470,2:38,
59,2025-02-27,10:00 PM,Away,Anaheim Ducks,2,5,L,,27,21,11,L 1,17174,2:22,
60,2025-03-01,10:00 PM,Away,Seattle Kraken,3,6,L,,27,22,11,L 2,17151,2:25,
61,2025-03-05,10:30 PM,Home,Anaheim Ducks,3,2,W,,28,22,11,W 1,18865,2:40,
62,2025-03-07,10:00 PM,Home,Minnesota Wild,3,1,W,,29,22,11,W 2,18885,2:19,
63,2025-03-09,9:00 PM,Home,Dallas Stars,1,4,L,,29,23,11,L 1,18656,2:24,
64,2025-03-11,10:00 PM,Home,Montreal Canadiens,2,4,L,,29,24,11,L 2,18886,2:39,
65,2025-03-12,9:00 PM,Away,Calgary Flames,4,3,W,SO,30,24,11,W 1,18805,2:47,
66,2025-03-15,10:00 PM,Home,Chicago Blackhawks,6,2,W,,31,24,11,W 2,18847,2:21,
67,2025-03-16,8:00 PM,Home,Utah Hockey Club,1,3,L,,31,25,11,L 1,18804,2:31,
68,2025-03-18,10:00 PM,Home,Winnipeg Jets,6,2,W,,32,25,11,W 1,18968,2:18,
69,2025-03-20,7:30 PM,Away,St. Louis Blues,3,4,L,OT,32,25,12,L 1,18096,2:31,
70,2025-03-22,1:00 PM,Away,New York Rangers,3,5,L,,32,26,12,L 2,18006,2:34,
71,2025-03-24,7:30 PM,Away,New Jersey Devils,4,3,W,SO,33,26,12,W 1,16113,2:42,
72,2025-03-26,7:30 PM,Away,New York Islanders,5,2,W,,34,26,12,W 2,15254,2:28,
73,2025-03-28,7:00 PM,Away,Columbus Blue Jackets,6,7,L,SO,34,26,13,L 1,18586,2:53,
74,2025-03-30,3:00 PM,Away,Winnipeg Jets,1,3,L,,34,27,13,L 2,15225,2:35,
75,2025-04-02,10:30 PM,Home,Seattle Kraken,0,5,L,,34,28,13,L 3,18914,2:21,
76,2025-04-05,4:00 PM,Home,Anaheim Ducks,6,2,W,,35,28,13,W 1,18914,2:28,
77,2025-04-06,10:00 PM,Home,Vegas Golden Knights,2,3,L,,35,29,13,L 1,18807,2:39,
78,2025-04-08,8:00 PM,Away,Dallas Stars,6,5,W,OT,36,29,13,W 1,18532,2:29,
79,2025-04-10,9:00 PM,Away,Colorado Avalanche,4,1,W,,37,29,13,W 2,18092,2:36,
80,2025-04-12,10:00 PM,Home,Minnesota Wild,2,3,L,OT,37,29,14,L 1,18844,2:38,
81,2025-04-14,10:00 PM,Home,San Jose Sharks,2,1,W,OT,38,29,14,W 1,18908,2:28,
82,2025-04-16,10:00 PM,Home,Vegas Golden Knights,1,4,L,,38,30,14,L 1,18942,2:23,
