Game,Date,Time,Home/Away,Opponent,Goals For,Goals Against,OT,Notes,Wins,Losses,Overtime Losses,Streak,Attendance,Log,Notes2
58,2025-02-25,7:30 PM,Away,Tampa Bay Lightning,1,4,L,,34,20,4,L 4,19092,2:27,
59,2025-02-27,7:00 PM,Away,Florida Panthers,3,4,L,,34,21,4,L 5,19456,2:42,
60,2025-03-01,7:00 PM,Away,Carolina Hurricanes,3,1,W,,35,21,4,W 1,18994,2:29,
61,2025-03-04,9:00 PM,Home,Anaheim Ducks,2,6,L,,35,22,4,L 1,18347,2:22,
62,2025-03-06,9:00 PM,Home,Montreal Canadiens,3,2,W,OT,36,22,4,W 1,18347,2:30,
63,2025-03-08,10:00 PM,Home,Dallas Stars,5,4,W,,37,22,4,W 2,18347,2:25,
64,2025-03-10,7:00 PM,Away,Buffalo Sabres,2,3,L,,37,23,4,L 1,18263,2:33,
65,2025-03-13,7:30 PM,Away,New Jersey Devils,2,3,L,,37,24,4,L 2,16514,2:24,
66,2025-03-14,7:30 PM,Away,New York Islanders,2,1,W,OT,38,24,4,W 1,15879,2:24,
67,2025-03-16,7:00 PM,Away,New York Rangers,3,1,W,,39,24,4,W 2,18006,2:22,
68,2025-03-18,9:00 PM,Home,Utah Hockey Club,7,1,W,,40,24,4,W 3,18347,2:26,
69,2025-03-20,9:00 PM,Home,Winnipeg Jets,3,4,L,OT,40,24,5,L 1,18347,2:32,
70,2025-03-22,10:00 PM,Home,Seattle Kraken,5,4,W,,41,24,5,W 1,18347,2:31,
71,2025-03-26,10:00 PM,Home,Dallas Stars,3,4,L,,41,25,5,L 1,18347,2:35,
72,2025-03-27,10:00 PM,Away,Seattle Kraken,1,6,L,,41,26,5,L 2,17151,2:37,
73,2025-03-29,10:00 PM,Home,Calgary Flames,3,2,W,OT,42,26,5,W 1,18347,2:47,
74,2025-04-01,10:00 PM,Away,Vegas Golden Knights,3,2,W,,43,26,5,W 2,18335,2:27,
75,2025-04-03,10:30 PM,Away,San Jose Sharks,3,2,W,,44,26,5,W 3,14152,2:27,
76,2025-04-05,4:00 PM,Away,Los Angeles Kings,0,3,L,,44,27,5,L 1,16366,2:31,
77,2025-04-07,10:30 PM,Away,Anaheim Ducks,2,3,L,,44,28,5,L 2,14128,2:38,
78,2025-04-09,10:00 PM,Home,St. Louis Blues,4,3,W,,45,28,5,W 1,18347,2:36,
79,2025-04-11,9:30 PM,Home,San Jose Sharks,4,2,W,,46,28,5,W 2,18347,2:23,
80,2025-04-13,7:00 PM,Away,Winnipeg Jets,4,1,W,,47,28,5,W 3,15225,2:18,
81,2025-04-14,10:00 PM,Home,Los Angeles Kings,0,5,L,,47,29,5,L 1,18347,2:33,
82,2025-04-16,10:30 PM,Away,San Jose Sharks,3,0,W,,48,29,5,W 1,17435,2:13,
